Day,Lähto,Rata_Numero,arvo1,arvo2,arvo3,Voitto
9/5/2020,1,6,"0,62","0,06","0,55", 
9/5/2020,1,7,"0,58","0,22","0,57", 
9/5/2020,1,8,"0,26","0,15","0,41", 
9/5/2020,1,9,"0,40","0,12","0,57", 
9/5/2020,1,10,"0,87","0,65","1,09",1
9/5/2020,1,11,"0,48","0,15","0,63", 
9/5/2020,1,12,"0,00","0,00","0,00", 
9/5/2020,1,13,"0,00","0,00","0,00", 
9/5/2020,1,14,"0,00","0,00","0,00", 
9/5/2020,1,15,"0,00","0,00","0,00", 
9/5/2020,1,16,"0,00","0,00","0,00", 
9/5/2020,2,1,"0,72","4,00","0,98",1
9/5/2020,2,2,"0,46","4,00","0,45", 
9/5/2020,2,3,"0,74","4,00","0,84", 
9/5/2020,2,4,"0,00","4,00","0,00", 
9/5/2020,2,5,"0,51","4,00","0,55", 
9/5/2020,2,6,"0,27","4,00","0,36", 
9/5/2020,2,7,"0,32","4,00","0,23", 
9/5/2020,2,8,"0,49","1,00","0,41", 
9/5/2020,2,9,"0,57","1,00","0,47", 
9/5/2020,2,10,"0,00","0,00","0,00", 
9/5/2020,2,11,"0,52","1,00","0,39", 
9/5/2020,2,12,"0,61","0,00","0,55", 
9/5/2020,2,13,"0,00","1,00","0,00", 
9/5/2020,2,14,"0,00","0,00","0,00", 
9/5/2020,2,15,"0,00","0,00","0,00", 
9/5/2020,2,16,"0,00","4,00","0,00", 
9/5/2020,3,1,"0,46","0,09","0,55", 
9/5/2020,3,2,"0,92","0,38","1,13",1
9/5/2020,3,3,"0,30","0,25","0,46", 
9/5/2020,3,4,"0,43","0,18","0,54", 
9/5/2020,3,5,"0,00","0,00","0,00", 
9/5/2020,3,6,"0,00","0,00","0,00", 
9/5/2020,3,7,"0,32","0,22","0,28", 
9/5/2020,3,8,"0,00","0,00","0,00", 
9/5/2020,3,9,"0,00","0,00","0,00", 
9/5/2020,3,10,"0,27","0,15","0,23", 
9/5/2020,3,11,"0,00","0,00","0,00", 
9/5/2020,3,12,"0,14","0,11","0,52", 
9/5/2020,3,13,"0,00","0,00","0,00", 
9/5/2020,3,14,"0,00","0,00","0,00", 
9/5/2020,3,15,"0,00","0,00","0,00", 
9/5/2020,3,16,"0,00","0,00","0,00", 
9/5/2020,4,1,"0,64","0,13","0,62", 
9/5/2020,4,2,"0,61","0,07","0,62", 
9/5/2020,4,3,"0,42","0,14","0,67", 
9/5/2020,4,4,"0,75","0,44","0,86", 
9/5/2020,4,5,"0,78","0,56","0,88",1
9/5/2020,4,6,"0,51","0,31","0,40", 
9/5/2020,4,7,"0,00","0,00","0,00", 
9/5/2020,4,8,"0,26","0,15","0,31", 
9/5/2020,4,9,"0,25","0,12","0,40", 
9/5/2020,4,10,"0,77","0,26","0,69", 
9/5/2020,4,11,"0,00","0,00","0,00", 
9/5/2020,4,12,"0,00","0,00","0,00", 
9/5/2020,4,13,"0,00","0,00","0,00", 
9/5/2020,4,14,"0,00","0,00","0,00", 
9/5/2020,4,15,"0,00","0,00","0,00", 
9/5/2020,4,16,"0,00","0,00","0,00", 
9/9/2020,1,1,"0,16","0,03","0,27", 
9/9/2020,1,2,"0,49","0,10","0,46", 
9/9/2020,1,3,"0,58","0,22","0,48", 
9/9/2020,1,4,"0,49","0,38","0,76",1
9/9/2020,1,5,"0,58","0,22","0,51", 
9/9/2020,1,6,"0,46","0,24","0,34", 
9/9/2020,1,7,"0,70","0,37","0,82", 
9/9/2020,1,8,"0,43","0,37","0,52", 
9/9/2020,1,9,"0,27","0,12","0,33", 
9/9/2020,1,10,"0,00","0,00","0,00", 
9/9/2020,1,11,"0,44","0,17","0,49", 
9/9/2020,1,12,"0,00","0,00","0,00", 
9/9/2020,1,13,"0,00","0,00","0,00", 
9/9/2020,1,14,"0,00","0,00","0,00", 
9/9/2020,1,15,"0,00","0,00","0,00", 
9/9/2020,1,16,"0,00","0,00","0,00", 
9/9/2020,2,1,"0,76","0,52","0,87",1
9/9/2020,2,2,"0,45","0,19","0,44", 
9/9/2020,2,3,"0,56","0,22","0,44", 
9/9/2020,2,4,"0,00","0,00","0,00", 
9/9/2020,2,5,"0,57","0,05","0,52", 
9/9/2020,2,6,"0,00","0,00","0,00", 
9/9/2020,2,7,"0,43","0,26","0,50", 
9/9/2020,2,8,"0,69","0,37","0,57", 
9/9/2020,2,9,"0,00","0,00","0,00", 
9/9/2020,2,10,"0,00","0,00","0,00", 
9/9/2020,2,11,"0,54","0,43","0,59", 
9/9/2020,2,12,"0,62","0,40","0,50", 
9/9/2020,2,13,"0,64","0,32","0,47", 
9/9/2020,2,14,"0,63","0,22","0,45", 
9/9/2020,2,15,"0,61","0,07","0,43", 
9/9/2020,2,16,"0,00","0,00","0,00", 
9/9/2020,3,1,"0,23","0,09","0,41", 
9/9/2020,3,2,"0,00","0,00","0,00", 
9/9/2020,3,3,"0,77","0,50","0,88",1
9/9/2020,3,4,"0,44","0,02","0,44", 
9/9/2020,3,5,"0,45","0,03","0,40", 
9/9/2020,3,6,"0,16","0,15","0,25", 
9/9/2020,3,7,"0,00","0,00","0,00", 
9/9/2020,3,8,"0,63","0,42","0,51", 
9/9/2020,3,9,"0,00","0,00","0,00", 
9/9/2020,3,10,"0,51","0,34","0,40", 
9/9/2020,3,11,"0,51","0,31","0,46", 
9/9/2020,3,12,"0,68","0,41","0,66", 
9/9/2020,3,13,"0,00","0,00","0,00", 
9/9/2020,3,14,"0,00","0,00","0,00", 
9/9/2020,3,15,"0,00","0,00","0,00", 
9/9/2020,3,16,"0,00","0,00","0,00", 
9/9/2020,4,1,"0,31","0,04","0,36", 
9/9/2020,4,2,"0,19","0,08","0,38", 
9/9/2020,4,3,"0,39","0,28","0,59", 
9/9/2020,4,4,"0,81","0,44","1,00",1
9/9/2020,4,5,"0,31","0,03","0,27", 
9/9/2020,4,6,"0,42","0,36","0,61", 
9/9/2020,4,7,"0,42","0,08","0,38", 
9/9/2020,4,8,"0,00","0,00","0,00", 
9/9/2020,4,9,"0,00","0,00","0,00", 
9/9/2020,4,10,"0,50","0,34","0,37", 
9/9/2020,4,11,"0,00","0,00","0,00", 
9/9/2020,4,12,"0,00","0,00","0,00", 
9/9/2020,4,13,"0,00","0,00","0,00", 
9/9/2020,4,14,"0,00","0,00","0,00", 
9/9/2020,4,15,"0,00","0,00","0,00", 
9/9/2020,4,16,"0,00","0,00","0,00", 
9/16/2020,1,1,"0,48","0,10","0,57", 
9/16/2020,1,2,"0,52","0,15","0,57",1
9/16/2020,1,3,"0,36","0,23","0,37", 
9/16/2020,1,4,"0,00","0,00","0,00", 
9/16/2020,1,5,"0,40","0,11","0,49", 
9/16/2020,1,6,"0,00","0,00","0,00", 
9/16/2020,1,7,"0,00","0,00","0,00", 
9/16/2020,1,8,"0,58","0,35","0,64", 
9/16/2020,1,9,"0,00","0,00","0,00", 
9/16/2020,1,10,"0,28","0,33","0,35", 
9/16/2020,1,11,"0,00","0,00","0,00", 
9/16/2020,1,12,"0,25","0,39","0,34", 
9/16/2020,1,13,"0,00","0,00","0,00", 
9/16/2020,1,14,"0,00","0,00","0,00", 
9/16/2020,1,15,"0,00","0,00","0,00", 
9/16/2020,1,16,"0,00","0,00","0,00", 
9/16/2020,2,1,"0,80","0,52","0,99", 
9/16/2020,2,2,"0,34","0,10","0,55", 
9/16/2020,2,3,"0,00","0,00","0,00", 
9/16/2020,2,4,"0,26","0,21","0,30", 
9/16/2020,2,5,"0,00","0,00","0,00", 
9/16/2020,2,6,"0,27","0,15","0,42", 
9/16/2020,2,7,"0,57","0,25","0,65",1
9/16/2020,2,8,"0,58","0,22","0,82", 
9/16/2020,2,9,"0,53","0,40","0,51", 
9/16/2020,2,10,"0,70","0,32","0,79", 
9/16/2020,2,11,"0,00","0,00","0,00", 
9/16/2020,2,12,"0,00","0,00","0,00", 
9/16/2020,2,13,"0,00","0,00","0,00", 
9/16/2020,2,14,"0,00","0,00","0,00", 
9/16/2020,2,15,"0,00","0,00","0,00", 
9/16/2020,2,16,"0,00","0,00","0,00", 
9/16/2020,3,1,"0,00","0,00","0,00", 
9/16/2020,3,2,"0,00","0,00","0,00", 
9/16/2020,3,3,"0,29","0,04","0,34", 
9/16/2020,3,4,"0,44","0,39","0,48", 
9/16/2020,3,5,"0,79","0,58","0,96", 
9/16/2020,3,6,"0,43","0,42","0,44", 
9/16/2020,3,7,"0,34","0,19","0,34",1
9/16/2020,3,8,"0,43","0,24","0,48", 
9/16/2020,3,9,"0,00","0,00","0,00", 
9/16/2020,3,10,"0,00","0,00","0,00", 
9/16/2020,3,11,"0,00","0,00","0,00", 
9/16/2020,3,12,"0,00","0,00","0,00", 
9/16/2020,3,13,"0,00","0,00","0,00", 
9/16/2020,3,14,"0,00","0,00","0,00", 
9/16/2020,3,15,"0,00","0,00","0,00", 
9/16/2020,3,16,"0,00","0,00","0,00", 
9/16/2020,4,1,"0,47","0,27","0,52", 
9/16/2020,4,2,"0,42","0,10","0,57", 
9/16/2020,4,3,"0,40","0,24","0,39", 
9/16/2020,4,4,"0,14","0,00","0,34", 
9/16/2020,4,5,"0,14","0,05","0,23", 
9/16/2020,4,6,"0,56","0,19","0,52", 
9/16/2020,4,7,"0,00","0,00","0,00", 
9/16/2020,4,8,"0,00","0,00","0,00", 
9/16/2020,4,9,"0,89","0,63","1,03", 
9/16/2020,4,10,"0,56","0,26","0,52", 
9/16/2020,4,11,"0,51","0,31","0,44", 
9/16/2020,4,12,"0,58","0,25","0,57",1
9/16/2020,4,13,"0,00","0,00","0,00", 
9/16/2020,4,14,"0,00","0,00","0,00", 
9/16/2020,4,15,"0,00","0,00","0,00", 
9/16/2020,4,16,"0,00","0,00","0,00", 
9/23/2020,1,1,"0,75","0,46","0,96",1
9/23/2020,1,2,"0,14","0,17","0,40", 
9/23/2020,1,3,"0,00","0,00","0,00", 
9/23/2020,1,4,"0,00","0,00","0,00", 
9/23/2020,1,5,"0,41","0,29","0,46", 
9/23/2020,1,6,"0,00","0,00","0,00", 
9/23/2020,1,7,"0,44","0,28","0,50", 
9/23/2020,1,8,"0,27","0,24","0,42", 
9/23/2020,1,9,"0,23","0,05","0,29", 
9/23/2020,1,10,"0,28","0,16","0,35", 
9/23/2020,1,11,"0,00","0,00","0,00", 
9/23/2020,1,12,"0,37","0,30","0,45", 
9/23/2020,1,13,"0,00","0,00","0,00", 
9/23/2020,1,14,"0,00","0,00","0,00", 
9/23/2020,1,15,"0,00","0,00","0,00", 
9/23/2020,1,16,"0,00","0,00","0,00", 
9/23/2020,2,1,"0,45","0,18","0,45",1
9/23/2020,2,2,"0,47","0,26","0,55", 
9/23/2020,2,3,"0,14","0,15","0,25", 
9/23/2020,2,4,"0,00","0,00","0,00", 
9/23/2020,2,5,"0,34","0,15","0,34", 
9/23/2020,2,6,"0,59","0,23","0,56", 
9/23/2020,2,7,"0,92","0,70","1,14", 
9/23/2020,2,8,"0,00","0,00","0,00", 
9/23/2020,2,9,"0,32","0,20","0,48", 
9/23/2020,2,10,"0,00","0,00","0,00", 
9/23/2020,2,11,"0,00","0,00","0,00", 
9/23/2020,2,12,"0,48","0,20","0,39", 
9/23/2020,2,13,"0,11","0,08","0,17", 
9/23/2020,2,14,"0,00","0,00","0,00", 
9/23/2020,2,15,"0,00","0,00","0,00", 
9/23/2020,2,16,"0,00","0,00","0,00", 
9/23/2020,3,1,"0,53","0,04","0,61", 
9/23/2020,3,2,"0,53","0,26","0,51", 
9/23/2020,3,3,"0,03","0,03","0,13", 
9/23/2020,3,4,"0,34","0,23","0,44", 
9/23/2020,3,5,"0,32","0,22","0,49", 
9/23/2020,3,6,"0,16","0,02","0,25", 
9/23/2020,3,7,"0,14","0,15","0,27", 
9/23/2020,3,8,"0,88","0,57","0,93",1
9/23/2020,3,9,"0,14","0,08","0,42", 
9/23/2020,3,10,"0,00","0,00","0,00", 
9/23/2020,3,11,"0,63","0,30","0,40", 
9/23/2020,3,12,"0,00","0,00","0,00", 
9/23/2020,3,13,"0,00","0,00","0,00", 
9/23/2020,3,14,"0,00","0,00","0,00", 
9/23/2020,3,15,"0,00","0,00","0,00", 
9/23/2020,3,16,"0,00","0,00","0,00", 
9/23/2020,4,1,"0,14","0,03","0,30", 
9/23/2020,4,2,"0,15","0,17","0,26", 
9/23/2020,4,3,"0,00","0,00","0,00", 
9/23/2020,4,4,"0,14","0,31","0,29", 
9/23/2020,4,5,"0,00","0,00","0,00", 
9/23/2020,4,6,"0,00","0,00","0,00", 
9/23/2020,4,7,"0,78","0,52","0,85", 
9/23/2020,4,8,"0,00","0,00","0,00", 
9/23/2020,4,9,"0,63","0,31","0,33", 
9/23/2020,4,10,"0,89","0,72","1,01", 
9/23/2020,4,11,"0,16","0,03","0,21", 
9/23/2020,4,12,"0,84","0,41","0,93", 
9/23/2020,4,13,"0,45","0,37","0,47",1
9/23/2020,4,14,"0,11","0,19","0,11", 
9/23/2020,4,15,"0,61","0,38","0,46", 
9/23/2020,4,16,"0,70","0,31","0,35", 
9/30/2020,1,1,"0,50","0,04","0,53", 
9/30/2020,1,2,"0,35","0,05","0,43", 
9/30/2020,1,3,"0,00","0,00","0,00", 
9/30/2020,1,4,"0,52","0,40","0,54",1
9/30/2020,1,5,"0,52","0,20","0,68", 
9/30/2020,1,6,"0,65","0,22","0,71", 
9/30/2020,1,7,"0,45","0,20","0,24", 
9/30/2020,1,8,"0,00","0,00","0,00", 
9/30/2020,1,9,"0,26","0,19","0,45", 
9/30/2020,1,10,"0,00","0,00","0,00", 
9/30/2020,1,11,"0,00","0,00","0,00", 
9/30/2020,1,12,"0,14","0,07","0,23", 
9/30/2020,1,13,"0,00","0,00","0,00", 
9/30/2020,1,14,"0,00","0,00","0,00", 
9/30/2020,1,15,"0,00","0,00","0,00", 
9/30/2020,1,16,"0,00","0,00","0,00", 
9/30/2020,2,1,"0,52","0,00","0,59",1
9/30/2020,2,2,"0,00","0,00","0,00", 
9/30/2020,2,3,"0,44","0,00","0,57", 
9/30/2020,2,4,"0,42","0,00","0,40", 
9/30/2020,2,5,"0,00","0,00","0,00", 
9/30/2020,2,6,"0,33","0,00","0,41", 
9/30/2020,2,7,"0,00","0,00","0,00", 
9/30/2020,2,8,"0,57","0,00","0,55", 
9/30/2020,2,9,"0,00","0,00","0,00", 
9/30/2020,2,10,"0,00","0,00","0,00", 
9/30/2020,2,11,"0,27","0,00","0,36", 
9/30/2020,2,12,"0,58","0,00","0,52", 
9/30/2020,2,13,"0,00","0,00","0,00", 
9/30/2020,2,14,"0,50","0,00","0,40", 
9/30/2020,2,15,"0,00","0,00","0,00", 
9/30/2020,2,16,"0,00","0,00","0,00", 
9/30/2020,3,1,"0,64","0,01","0,27", 
9/30/2020,3,2,"0,46","0,17","0,37", 
9/30/2020,3,3,"0,54","0,26","0,60", 
9/30/2020,3,4,"0,47","0,19","0,32", 
9/30/2020,3,5,"0,47","0,20","0,37", 
9/30/2020,3,6,"0,78","0,16","0,42", 
9/30/2020,3,7,"0,00","0,00","0,00", 
9/30/2020,3,8,"0,69","0,28","0,62", 
9/30/2020,3,9,"0,14","0,06","0,24", 
9/30/2020,3,10,"0,00","0,00","0,00", 
9/30/2020,3,11,"0,00","0,00","0,00", 
9/30/2020,3,12,"0,00","0,00","0,00", 
9/30/2020,3,13,"0,54","0,18","0,34", 
9/30/2020,3,14,"0,57","0,18","0,25", 
9/30/2020,3,15,"0,47","0,43","0,33",1
9/30/2020,3,16,"0,00","0,00","0,00", 
9/30/2020,4,1,"0,40","0,04","0,51", 
9/30/2020,4,2,"0,47","0,19","0,27", 
9/30/2020,4,3,"0,00","0,00","0,00", 
9/30/2020,4,4,"0,77","0,60","0,87",1
9/30/2020,4,5,"0,41","0,15","0,27", 
9/30/2020,4,6,"0,83","0,59","0,96", 
9/30/2020,4,7,"0,41","0,18","0,25", 
9/30/2020,4,8,"0,15","0,03","0,25", 
9/30/2020,4,9,"0,59","0,26","0,34", 
9/30/2020,4,10,"0,00","0,00","0,00", 
9/30/2020,4,11,"0,33","0,22","0,39", 
9/30/2020,4,12,"0,14","0,15","0,18", 
9/30/2020,4,13,"0,00","0,00","0,00", 
9/30/2020,4,14,"0,00","0,00","0,00", 
9/30/2020,4,15,"0,00","0,00","0,00", 
9/30/2020,4,16,"0,00","0,00","0,00", 
10/7/2020,1,1,"0,00","0,00","0,00", 
10/7/2020,1,2,"0,31","0,16","0,42", 
10/7/2020,1,3,"0,00","0,00","0,00", 
10/7/2020,1,4,"0,14","0,27","0,24", 
10/7/2020,1,5,"0,14","0,16","0,24", 
10/7/2020,1,6,"0,00","0,00","0,00", 
10/7/2020,1,7,"0,00","0,00","0,00", 
10/7/2020,1,8,"0,00","0,00","0,00", 
10/7/2020,1,9,"0,26","0,27","0,31", 
10/7/2020,1,10,"0,00","0,00","0,00", 
10/7/2020,1,11,"0,82","0,57","0,87",1
10/7/2020,1,12,"0,27","0,19","0,31", 
10/7/2020,1,13,"0,48","0,29","0,49", 
10/7/2020,1,14,"0,90","0,57","0,95", 
10/7/2020,1,15,"0,32","0,32","0,33", 
10/7/2020,1,16,"0,23","0,27","0,29", 
10/7/2020,2,1,"0,00","0,00","0,00", 
10/7/2020,2,2,"0,00","0,00","0,00", 
10/7/2020,2,3,"0,57","0,29","0,51", 
10/7/2020,2,4,"0,48","0,21","0,43", 
10/7/2020,2,5,"0,21","0,06","0,31",1
10/7/2020,2,6,"0,00","0,00","0,00", 
10/7/2020,2,7,"0,47","0,21","0,38", 
10/7/2020,2,8,"0,26","0,14","0,31", 
10/7/2020,2,9,"0,69","0,24","0,68", 
10/7/2020,2,10,"0,00","0,00","0,00", 
10/7/2020,2,11,"0,60","0,16","0,49", 
10/7/2020,2,12,"0,57","0,36","0,51", 
10/7/2020,2,13,"0,37","0,08","0,22", 
10/7/2020,2,14,"0,11","0,08","0,11", 
10/7/2020,2,15,"0,00","0,00","0,00", 
10/7/2020,2,16,"0,52","0,08","0,12", 
10/7/2020,3,1,"0,00","0,00","0,00", 
10/7/2020,3,2,"0,48","0,35","0,51",1
10/7/2020,3,3,"0,00","0,00","0,00", 
10/7/2020,3,4,"0,49","0,22","0,44", 
10/7/2020,3,5,"0,38","0,22","0,43", 
10/7/2020,3,6,"0,58","0,19","0,54", 
10/7/2020,3,7,"0,17","0,03","0,34", 
10/7/2020,3,8,"0,61","0,34","0,68", 
10/7/2020,3,9,"0,00","0,00","0,00", 
10/7/2020,3,10,"0,00","0,00","0,00", 
10/7/2020,3,11,"0,00","0,00","0,00", 
10/7/2020,3,12,"0,00","0,00","0,00", 
10/7/2020,3,13,"0,00","0,00","0,00", 
10/7/2020,3,14,"0,00","0,00","0,00", 
10/7/2020,3,15,"0,00","0,00","0,00", 
10/7/2020,3,16,"0,00","0,00","0,00", 
10/7/2020,4,1,"0,71","0,03","0,30", 
10/7/2020,4,2,"0,80","0,26","0,34", 
10/7/2020,4,3,"0,10","0,07","0,32", 
10/7/2020,4,4,"0,39","0,20","0,36", 
10/7/2020,4,5,"0,34","0,14","0,25", 
10/7/2020,4,6,"0,87","0,63","1,05",1
10/7/2020,4,7,"0,00","0,00","0,00", 
10/7/2020,4,8,"0,00","0,00","0,00", 
10/7/2020,4,9,"0,58","0,26","0,48", 
10/7/2020,4,10,"0,00","0,00","0,00", 
10/7/2020,4,11,"0,36","0,23","0,61", 
10/7/2020,4,12,"0,82","0,21","0,34", 
10/7/2020,4,13,"0,00","0,00","0,00", 
10/7/2020,4,14,"0,00","0,00","0,00", 
10/7/2020,4,15,"0,00","0,00","0,00", 
10/7/2020,4,16,"0,00","0,00","0,00", 
10/14/2020,1,1,"0,52","0,04","0,65", 
10/14/2020,1,2,"0,49","0,06","0,33", 
10/14/2020,1,3,"0,52","0,26","0,51", 
10/14/2020,1,4,"0,00","0,14","0,47", 
10/14/2020,1,5,"0,00","0,22","0,47", 
10/14/2020,1,6,"0,00","0,22","0,67", 
10/14/2020,1,7,"0,36","0,03","0,10", 
10/14/2020,1,8,"0,52","0,00","0,00",1
10/14/2020,1,9,"0,00","0,23","0,58", 
10/14/2020,1,10,"0,00","0,69","0,95", 
10/14/2020,1,11,"0,16","0,15","0,32", 
10/14/2020,1,12,"0,00","0,00","0,00", 
10/14/2020,1,13,"0,87","0,00","0,00", 
10/14/2020,1,14,"0,24","0,00","0,00", 
10/14/2020,1,15,"0,00","0,00","0,00", 
10/14/2020,1,16,"0,00","0,00","0,00", 
10/14/2020,2,1,"0,53","0,02","0,45", 
10/14/2020,2,2,"0,62","0,06","0,33", 
10/14/2020,2,3,"0,50","0,26","0,51", 
10/14/2020,2,4,"0,51","0,14","0,47", 
10/14/2020,2,5,"0,38","0,22","0,47", 
10/14/2020,2,6,"0,65","0,22","0,67", 
10/14/2020,2,7,"0,03","0,03","0,10", 
10/14/2020,2,8,"0,00","0,00","0,00", 
10/14/2020,2,9,"0,67","0,23","0,58", 
10/14/2020,2,10,"0,88","0,69","0,95",1
10/14/2020,2,11,"0,27","0,15","0,32", 
10/14/2020,2,12,"0,00","0,00","0,00", 
10/14/2020,2,13,"0,00","0,00","0,00", 
10/14/2020,2,14,"0,00","0,00","0,00", 
10/14/2020,2,15,"0,00","0,00","0,00", 
10/14/2020,2,16,"0,00","0,00","0,00", 
10/14/2020,3,1,"0,75","0,01","0,27", 
10/14/2020,3,2,"0,43","0,23","0,52",1
10/14/2020,3,3,"0,48","0,20","0,52", 
10/14/2020,3,4,"0,78","0,63","0,94", 
10/14/2020,3,5,"0,47","0,15","0,27", 
10/14/2020,3,6,"0,65","0,20","0,43", 
10/14/2020,3,7,"0,00","0,00","0,00", 
10/14/2020,3,8,"0,00","0,00","0,00", 
10/14/2020,3,9,"0,00","0,00","0,00", 
10/14/2020,3,10,"0,75","0,05","0,47", 
10/14/2020,3,11,"0,62","0,32","0,60", 
10/14/2020,3,12,"0,00","0,00","0,00", 
10/14/2020,3,13,"0,00","0,00","0,00", 
10/14/2020,3,14,"0,00","0,00","0,00", 
10/14/2020,3,15,"0,00","0,00","0,00", 
10/14/2020,3,16,"0,00","0,00","0,00", 
10/14/2020,4,1,"0,24","0,07","0,35", 
10/14/2020,4,2,"0,00","0,00","0,00", 
10/14/2020,4,3,"0,45","0,19","0,27", 
10/14/2020,4,4,"0,43","0,22","0,54",1
10/14/2020,4,5,"0,26","0,21","0,39", 
10/14/2020,4,6,"0,00","0,00","0,00", 
10/14/2020,4,7,"0,45","0,20","0,36", 
10/14/2020,4,8,"0,57","0,22","0,38", 
10/14/2020,4,9,"0,00","0,00","0,00", 
10/14/2020,4,10,"0,58","0,19","0,36", 
10/14/2020,4,11,"0,00","0,00","0,00", 
10/14/2020,4,12,"0,00","0,00","0,00", 
10/14/2020,4,13,"0,35","0,27","0,41", 
10/14/2020,4,14,"0,00","0,00","0,00", 
10/14/2020,4,15,"0,41","0,19","0,32", 
10/14/2020,4,16,"0,46","0,19","0,39", 
10/21/2020,1,1,"0,00","0,00","0,00", 
10/21/2020,1,2,"0,42","0,28","0,57", 
10/21/2020,1,3,"0,64","0,33","0,53", 
10/21/2020,1,4,"0,77","0,61","0,92",1
10/21/2020,1,5,"0,55","0,21","0,63", 
10/21/2020,1,6,"0,97","0,30","0,56", 
10/21/2020,1,7,"0,58","0,08","0,15", 
10/21/2020,1,8,"0,15","0,03","0,20", 
10/21/2020,1,9,"0,46","0,31","0,57", 
10/21/2020,1,10,"0,48","0,24","0,55", 
10/21/2020,1,11,"0,54","0,34","0,59", 
10/21/2020,1,12,"0,39","0,24","0,43", 
10/21/2020,1,13,"0,00","0,00","0,00", 
10/21/2020,1,14,"0,00","0,00","0,00", 
10/21/2020,1,15,"0,00","0,00","0,00", 
10/21/2020,1,16,"0,00","0,00","0,00", 
10/21/2020,2,1,"0,65","0,03","0,55", 
10/21/2020,2,2,"0,39","0,06","0,14", 
10/21/2020,2,3,"0,39","0,22","0,46", 
10/21/2020,2,4,"0,48","0,31","0,44", 
10/21/2020,2,5,"0,36","0,25","0,51", 
10/21/2020,2,6,"0,00","0,00","0,00", 
10/21/2020,2,7,"0,65","0,29","0,46", 
10/21/2020,2,8,"0,00","0,00","0,00", 
10/21/2020,2,9,"0,00","0,00","0,00", 
10/21/2020,2,10,"0,78","0,28","0,49", 
10/21/2020,2,11,"0,86","0,67","0,91",1
10/21/2020,2,12,"0,50","0,09","0,25", 
10/21/2020,2,13,"0,00","0,00","0,00", 
10/21/2020,2,14,"0,00","0,00","0,00", 
10/21/2020,2,15,"0,00","0,00","0,00", 
10/21/2020,2,16,"0,00","0,00","0,00", 
10/21/2020,3,1,"0,47","0,09","0,58", 
10/21/2020,3,2,"0,67","0,32","0,45", 
10/21/2020,3,3,"0,40","0,28","0,50", 
10/21/2020,3,4,"0,29","0,38","0,39", 
10/21/2020,3,5,"0,39","0,24","0,53", 
10/21/2020,3,6,"0,00","0,00","0,00", 
10/21/2020,3,7,"0,29","0,29","0,36", 
10/21/2020,3,8,"0,72","0,35","0,78", 
10/21/2020,3,9,"0,96","0,84","0,74",1
10/21/2020,3,10,"0,00","0,00","0,00", 
10/21/2020,3,11,"0,00","0,00","0,00", 
10/21/2020,3,12,"0,00","0,00","0,00", 
10/21/2020,3,13,"0,00","0,00","0,00", 
10/21/2020,3,14,"0,00","0,00","0,00", 
10/21/2020,3,15,"0,00","0,00","0,00", 
10/21/2020,3,16,"0,00","0,00","0,00", 
10/21/2020,4,1,"0,59","0,14","0,58",1
10/21/2020,4,2,"0,29","0,32","0,40", 
10/21/2020,4,3,"0,51","0,22","0,56", 
10/21/2020,4,4,"0,69","0,28","0,69", 
10/21/2020,4,5,"0,93","0,29","0,39", 
10/21/2020,4,6,"0,73","0,21","0,65", 
10/21/2020,4,7,"0,72","0,34","0,38", 
10/21/2020,4,8,"0,00","0,00","0,00", 
10/21/2020,4,9,"0,48","0,05","0,43", 
10/21/2020,4,10,"0,66","0,30","0,62", 
10/21/2020,4,11,"0,78","0,25","0,46", 
10/21/2020,4,12,"0,54","0,35","0,44", 
10/21/2020,4,13,"0,00","0,00","0,00", 
10/21/2020,4,14,"0,00","0,00","0,00", 
10/21/2020,4,15,"0,00","0,00","0,00", 
10/21/2020,4,16,"0,00","0,00","0,00", 
10/28/2020,1,1,"0,26","0,03","0,37", 
10/28/2020,1,2,"0,54","0,41","0,54", 
10/28/2020,1,3,"0,00","0,00","0,00", 
10/28/2020,1,4,"0,26","0,40","0,47", 
10/28/2020,1,5,"0,56","0,26","0,65",1
10/28/2020,1,6,"0,00","0,00","0,00", 
10/28/2020,1,7,"0,00","0,00","0,00", 
10/28/2020,1,8,"0,54","0,26","0,69", 
10/28/2020,1,9,"0,38","0,40","0,49", 
10/28/2020,1,10,"0,80","0,58","0,87", 
10/28/2020,1,11,"0,59","0,38","0,64", 
10/28/2020,1,12,"0,00","0,00","0,00", 
10/28/2020,1,13,"0,00","0,00","0,00", 
10/28/2020,1,14,"0,00","0,00","0,00", 
10/28/2020,1,15,"0,00","0,00","0,00", 
10/28/2020,1,16,"0,00","0,00","0,00", 
10/28/2020,2,1,"0,61","0,33","0,68", 
10/28/2020,2,2,"0,72","0,57","0,88", 
10/28/2020,2,3,"0,00","0,00","0,00", 
10/28/2020,2,4,"0,49","0,29","0,65", 
10/28/2020,2,5,"0,00","0,00","0,00", 
10/28/2020,2,6,"0,88","0,58","1,11", 
10/28/2020,2,7,"0,65","0,31","0,36", 
10/28/2020,2,8,"0,77","0,29","0,46", 
10/28/2020,2,9,"0,43","0,43","0,54", 
10/28/2020,2,10,"0,63","0,22","0,52", 
10/28/2020,2,11,"0,00","0,00","0,00", 
10/28/2020,2,12,"0,71","0,33","0,57",1
10/28/2020,2,13,"0,00","0,00","0,00", 
10/28/2020,2,14,"0,00","0,00","0,00", 
